PlayerID,TeamAbbName,TeamID,PlayerJerseyNumber,PlayerName,PlayerPosition,PlayerHeight,PlayerWeight,PlayerAge,PlayerExperience,PlayerCollege,PlayerSalary
8893,ari,159,91,"Kenny Iwebema","DE","6-4",280,26,"4","Iowa","N/A"
25204,ari,159,60,"Ricky Lumpkin","NT","6-4",306,22,"R","Kentucky","N/A"
9637,ari,159,69,"Jeremy Navarre","DT","6-3",279,24,"2","Maryland","N/A"
9581,ari,159,96,"Ronald Talley","DE","6-3",286,25,"1","Delaware","N/A"
24001,ari,159,92,"Dan Williams","NT","6-3",327,24,"2","Tennessee","N/A"
24890,ari,159,94,"Sam Acho","LOLB","6-2",257,22,"R","Texas","N/A"
8341,ari,159,97,"Stewart Bradley","RILB","6-4",258,27,"5","Nebraska","N/A"
9468,ari,159,59,"Will Davis","ROLB","6-2",257,25,"3","Illinois","N/A"
9120,ari,159,57,"Curtis Gatewood","LILB","6-3",250,26,"2","Vanderbilt","N/A"
5166,ari,159,53,"Clark Haggans","LOLB","6-4",243,34,"12","Colorado State","N/A"
25203,ari,159,39,"Duke Lemmens","ROLB","6-3",250,22,"R","Florida","N/A"
6152,ari,159,51,"Paris Lenon","RILB","6-2",240,33,"10","Richmond","N/A"
9580,ari,159,52,"Cyril Obiozor","LOLB","6-4",249,24,"3","Texas A&M","N/A"
4723,ari,159,55,"Joey Porter","ROLB","6-3",248,34,"13","Colorado State","N/A"
24106,ari,159,50,"O'Brien Schofield","ROLB","6-3",242,24,"2","Wisconsin","N/A"
24628,ari,159,48,"Brandon Sharpe","LOLB","6-2",254,24,"1","Texas Tech","N/A"
25212,ari,159,47,"Kendall Smith","LILB","6-0",235,23,"R","Florida State","N/A"
24958,ari,159,54,"Quan Sturdivant","RILB","6-1",232,22,"R","North Carolina","N/A"
8538,ari,159,95,"Pago Togafau","RILB","5-11",240,27,"4","Idaho State","N/A"
9688,ari,159,56,"Reggie Walker","LILB","6-0",244,24,"3","Kansas State","N/A"
24022,ari,159,58,"Daryl Washington","LILB","6-2",230,24,"2","TCU","N/A"
7407,ari,159,23,"Hamza Abdullah","SS","6-2",216,28,"7","Washington State","N/A"
8650,ari,159,27,"Michael Adams","RCB","5-8",181,26,"5","Louisiana-Lafayette","N/A"
25198,ari,159,32,"Jared Campbell","FS","6-0",200,21,"R","Miami (FL)","N/A"
24620,ari,159,30,"Marshay Green","LCB","5-10",175,25,"2","Mississippi","N/A"
25066,ari,159,33,"Tommy Irvin","SS","6-0",212,22,"R","Wofford","N/A"
24295,ari,159,20,"A.J. Jefferson","LCB","6-1",190,23,"2","Fresno State","N/A"
9359,ari,159,49,"Rashad Johnson","FS","5-11",204,25,"3","Alabama","N/A"
7807,ari,159,31,"Richard Marshall","RCB","5-11",198,26,"6","Fresno State","N/A"
25616,ari,159,29,"Bryant Nnabuife","LCB","6-1",192,23,"R","California","N/A"
24792,ari,159,21,"Patrick Peterson","LCB","6-1",219,21,"R","LSU","N/A"
7299,ari,159,25,"Kerry Rhodes","FS","6-3",212,29,"7","Louisville","N/A"
9395,ari,159,28,"Greg Toler","RCB","6-0",192,26,"3","St. Paul's College","N/A"
24465,ari,159,43,"Thad Turner","RCB","5-11",188,24,"1","Ohio","N/A"
6848,ari,159,22,"Matt Ware","FS","6-3",218,28,"8","UCLA","N/A"
5511,ari,159,24,"Adrian Wilson","SS","6-3",230,31,"11","North Carolina State","N/A"
5447,ari,159,3,"Jay Feely","KFG/KKO","5-10",208,35,"11","Michigan","N/A"
7473,ari,159,5,"Ben Graham","HLD/P","6-5",236,37,"7","None","N/A"
5381,ari,159,82,"Mike Leach","LS","6-2",235,34,"12","William & Mary","N/A"
5998,ari,159,9,"Dave Zastudil","P","6-3",220,32,"9","Ohio","N/A"
25329,atl,154,13,"Adam Froman","QB","6-4",220,23,"R","Louisville","N/A"
5104,atl,154,8,"Chris Redman","QB","6-3",225,34,"9","Louisville","N/A"
8780,atl,154,2,"Matt Ryan","QB","6-4",217,26,"4","Boston College","N/A"
9529,atl,154,4,"John Parker Wilson","QB","6-2",215,25,"2","Alabama","N/A"
25321,atl,154,42,"Lucas Cox","FB","6-0",245,23,"R","Georgia Tech","N/A"
9398,atl,154,27,"Gartrell Johnson","RB","5-10",219,25,"3","Colorado State","N/A"
6470,atl,154,34,"Ovie Mughelli","FB","6-1",250,31,"9","Wake Forest","N/A"
24932,atl,154,22,"Jacquizz Rodgers","RB","5-6",196,21,"R","Oregon State","N/A"
9707,atl,154,35,"Antone Smith","RB","5-9",192,25,"2","Florida State","N/A"
8498,atl,154,44,"Jason Snelling","RB","5-11",234,27,"4","Virginia","N/A"
25345,atl,154,32,"Philip Sylvester","RB","5-9",194,22,"R","Florida A&M","N/A"
6913,atl,154,33,"Michael Turner","RB","5-10",247,29,"8","Northern Illinois","N/A"
25319,atl,154,18,"Doug Beaumont","WR","5-9",187,22,"R","Louisville","N/A"
9606,atl,154,85,"Marquez Branson","TE","6-3",247,24,"1","Central Arkansas","N/A"
24257,atl,154,16,"Tim Buckley","WR","6-1",185,23,"1","Alcorn State","N/A"
25658,atl,154,12,"Kevin Cone","WR","6-2",216,23,"R","Georgia Tech","N/A"
25324,atl,154,19,"Drew Davis","WR","6-1",205,22,"R","Oregon","N/A"
8861,atl,154,83,"Harry Douglas","WR","6-0",183,26,"3","Louisville","N/A"
3950,atl,154,88,"Tony Gonzalez","TE","6-5",247,35,"15","California","N/A"
24616,atl,154,17,"Brandyn Harvey","WR","6-4",205,23,"1","Villanova","N/A"
24793,atl,154,11,"Julio Jones","WR","6-3",220,22,"R","Alabama","N/A"
4691,atl,154,89,"Reggie Kelly","TE","6-4",257,34,"13","Mississippi State","N/A"
24141,atl,154,80,"Kerry Meier","WR","6-3",220,24,"1","Kansas","N/A"
24271,atl,154,81,"Michael Palmer","TE","6-5",252,23,"2","Clemson","N/A"
9768,atl,154,15,"Andy Strickland","WR","6-0",197,23,"1","Wofford","N/A"
8609,atl,154,14,"Eric Weems","PR/KR/WR","5-9",195,26,"4","Bethune-Cookman","N/A"
7203,atl,154,84,"Roddy White","WR","6-0",211,29,"7","UAB","N/A"
25350,atl,154,86,"Ryan Winterswyk","TE","6-4",258,24,"R","Boise State","N/A"
8798,atl,154,72,"Sam Baker","LOT","6-5",301,26,"4","USC","N/A"
8293,atl,154,63,"Justin Blalock","LOG","6-4",326,27,"5","Texas","N/A"
9690,atl,154,67,"Rob Bruggeman","C","6-4",293,25,"2","Iowa","N/A"
7155,atl,154,77,"Tyson Clabo","ROT","6-6",329,29,"7","Wake Forest","N/A"
25326,atl,154,68,"Paul Fenaroli","LOG","6-3",310,21,"R","Stony Brook","N/A"
24092,atl,154,61,"Joe Hawley","C","6-3",302,22,"2","UNLV","N/A"
24997,atl,154,69,"Andrew Jackson","LOG","6-5",299,22,"R","Fresno State","N/A"
24073,atl,154,79,"Mike Johnson","ROG","6-6",304,24,"2","Alabama","N/A"
4887,atl,154,62,"Todd McClure","C","6-1",296,34,"13","LSU","N/A"
25341,atl,154,64,"Ryan McMahon","C","6-1",284,23,"R","Florida State","N/A"
25343,atl,154,66,"Matt Murphy","ROT","6-4",300,22,"R","UNLV","N/A"
9420,atl,154,75,"Garrett Reynolds","ROG","6-7",310,24,"3","North Carolina","N/A"
7363,atl,154,74,"Will Svitek","ROT","6-6",308,29,"6","Stanford","N/A"
9619,atl,154,65,"Jose Valdez","LOT","6-6",324,24,"1","Arkansas","N/A"
5042,atl,154,55,"John Abraham","RDE","6-4",263,33,"12","South Carolina","N/A"
7235,atl,154,95,"Jonathan Babineaux","LDT","6-2",300,29,"7","Iowa","N/A"
8931,atl,154,71,"Kroy Biermann","LDE","6-3",255,25,"4","Montana","N/A"
7304,atl,154,92,"Chauncey Davis","LDE","6-2",271,28,"7","Florida State","N/A"
7876,atl,154,93,"Ray Edwards","LDE","6-5",268,26,"6","Purdue","N/A"
9288,atl,154,94,"Peria Jerry","LDT","6-2",294,27,"2","Mississippi","N/A"
8439,atl,154,97,"Trey Lewis","RDT","6-3",312,26,"4","Washburn","N/A"
25017,atl,154,98,"Cliff Matthews","RDE","6-4",268,22,"R","South Carolina","N/A"
25338,atl,154,70,"Tom McCarthy","LDE","6-6",252,22,"R","Yale","N/A"
24058,atl,154,91,"Corey Peters","RDT","6-3",305,23,"2","Kentucky","N/A"
8917,atl,154,73,"Carlton Powell","RDT","6-2",312,26,"1","Virginia Tech","N/A"
9389,atl,154,90,"Lawrence Sidbury","RDE","6-3",261,25,"3","Richmond","N/A"
24618,atl,154,96,"Emmanuel Stephens","RDE","6-3",255,24,"1","Mississippi","N/A"
25347,atl,154,76,"Kiante Tripp","LDT","6-6",276,23,"R","Georgia","N/A"
9474,atl,154,99,"Vance Walker","RDT","6-2",304,24,"3","Georgia Tech","N/A"
9440,atl,154,59,"Spencer Adkins","LLB","5-11",236,24,"3","Miami (FL)","N/A"
24878,atl,154,43,"Akeem Dent","MLB","6-1",239,23,"R","Georgia","N/A"
8900,atl,154,51,"Robert James","LLB","5-11",224,27,"1","Arizona State","N/A"
8814,atl,154,50,"Curtis Lofton","MLB","6-0",241,25,"4","Oklahoma","N/A"
8363,atl,154,54,"Stephen Nicholas","RLB","6-3",236,28,"5","South Florida","N/A"
4685,atl,154,53,"Mike Peterson","RLB","6-1",226,35,"13","Florida","N/A"
25346,atl,154,46,"LaMarcus Thompson","RLB","6-1",228,23,"R","Tennessee","N/A"
23994,atl,154,56,"Sean Weatherspoon","LLB","6-2",244,23,"2","Missouri","N/A"
5983,atl,154,52,"Coy Wire","MLB","6-0",225,32,"10","Stanford","N/A"
24278,atl,154,45,"Bear Woods","MLB","6-0",245,24,"1","Troy","N/A"
25351,atl,154,49,"Youri Yenga","LLB","6-1",231,22,"R","Southern Methodist","N/A"
25320,atl,154,37,"Kirk Belgrave","LCB","6-1",205,24,"R","Kent State","N/A"
24259,atl,154,36,"Rafael Bush","SS","5-11",180,24,"1","South Carolina State","N/A"
8875,atl,154,28,"Thomas DeCoud","FS","6-2",192,26,"4","California","N/A"
24111,atl,154,24,"Dominique Franks","LCB","6-0",197,23,"2","Oklahoma","N/A"
8607,atl,154,20,"Brent Grimes","LCB","5-10",183,28,"4","Shippensburg","N/A"
25337,atl,154,30,"Matt Hansen","SS","6-1",230,21,"R","Rhode Island","N/A"
25340,atl,154,26,"Kamaal McIlwain","RCB","5-10",175,23,"R","Newberry","N/A"
9319,atl,154,25,"William Moore","SS","6-0",221,26,"2","Missouri","N/A"
9354,atl,154,21,"Christopher Owens","RCB","5-9",180,24,"3","San Jose State","N/A"
24417,atl,154,38,"Rafael Priest","SS","5-10",181,24,"1","TCU","N/A"
6769,atl,154,23,"Dunta Robinson","RCB","5-10",183,29,"8","South Carolina","N/A"
24147,atl,154,39,"Shann Schillinger","FS","6-0",202,25,"2","Montana","N/A"
25348,atl,154,41,"Suaesi Tuimaunei","FS","6-1",205,23,"R","Oregon State","N/A"
25349,atl,154,29,"Darrin Walls","LCB","6-0",190,23,"R","Notre Dame","N/A"
24979,atl,154,5,"Matt Bosher","HLD/P","6-0",208,23,"R","Miami (FL)","N/A"
6243,atl,154,3,"Matt Bryant","KFG/KKO","5-9",203,36,"10","Baylor","N/A"
4926,atl,154,82,"Joe Zelenka","LS","6-3",260,35,"13","Wake Forest","N/A"
9626,bal,137,12,"Hunter Cantwell","QB","6-4",236,25,"1","Louisville","N/A"
8795,bal,137,5,"Joe Flacco","QB","6-6",238,26,"4","Delaware","N/A"
24967,bal,137,6,"Tyrod Taylor","QB","6-1",217,22,"R","Virginia Tech","N/A"
25012,bal,137,35,"Anthony Allen","RB","6-1",228,23,"R","Georgia Tech","N/A"
25355,bal,137,23,"Damien Berry","RB","5-10",211,22,"R","Miami (FL)","N/A"
9205,bal,137,32,"Matt Lawrence","RB","6-1",209,26,"2","Massachusetts","N/A"
7139,bal,137,44,"Vonta Leach","FB","6-0",255,29,"8","East Carolina","N/A"
25364,bal,137,33,"Ryan Mahaffey","FB","6-4",262,23,"R","Northern Iowa","N/A"
8953,bal,137,34,"Jalen Parmele","RB/KR","5-11",222,25,"4","Toledo","N/A"
8832,bal,137,27,"Ray Rice","RB","5-8",212,24,"4","Rutgers","N/A"
4653,bal,137,38,"Ricky Williams","RB","5-10",230,34,"11","Texas","N/A"
6390,bal,137,81,"Anquan Boldin","WR","6-1",223,30,"9","Florida State","N/A"
24045,bal,137,83,"Ed Dickson","TE","6-4",250,24,"2","Oregon","N/A"
24910,bal,137,89,"Tandon Doss","WR","6-2",201,21,"R","Indiana","N/A"
9413,bal,137,80,"Davon Drew","TE","6-4",255,25,"2","East Carolina","N/A"
6772,bal,137,83,"Lee Evans","WR","5-10",197,30,"8","Wisconsin","N/A"
8818,bal,137,13,"James Hardy","WR","6-5",220,25,"2","Indiana","N/A"
7272,bal,137,17,"Brandon Jones","WR","6-1",212,28,"6","Oklahoma","N/A"
25366,bal,137,84,"Johdrick Morris","TE","6-4",245,23,"R","Southern Miss","N/A"
24089,bal,137,88,"Dennis Pitta","TE","6-4",245,26,"2","Brigham Young","N/A"
24132,bal,137,16,"David Reed","KR/WR","6-0",190,24,"2","Utah","N/A"
8883,bal,137,11,"Marcus Smith","WR","6-1",225,26,"4","New Mexico","N/A"
24845,bal,137,82,"Torrey Smith","WR","6-1",204,22,"R","Maryland","N/A"
25375,bal,137,15,"LaQuan Williams","WR","6-1",190,23,"R","Maryland","N/A"
6821,bal,137,88,"Kris Wilson","TE","6-2",245,30,"8","Pittsburgh","N/A"
25353,bal,137,61,"Tim Barnes","C","6-3",300,23,"R","Missouri","N/A"
4402,bal,137,77,"Matt Birk","C","6-4",310,35,"14","Harvard","N/A"
25356,bal,137,69,"Justin Boren","LOG","6-2",309,23,"R","Ohio State","N/A"
8283,bal,137,66,"Ben Grubbs","LOG","6-3",310,27,"5","Auburn","N/A"
24170,bal,137,78,"Ramon Harewood","LOT","6-6",340,24,"1","Morehouse","N/A"
8072,bal,137,64,"Mark LeVoir","LOT","6-7",310,29,"5","Notre Dame","N/A"
9144,bal,137,72,"Bryan Mattison","ROG","6-3",313,27,"3","Iowa","N/A"
8236,bal,137,69,"Jason Murphy","C","6-2",304,29,"1","Virginia Tech","N/A"
9287,bal,137,74,"Michael Oher","LOT","6-4",313,25,"3","Mississippi","N/A"
9703,bal,137,63,"Andre Ramsey","ROG","6-5",322,24,"2","Ball State","N/A"
24872,bal,137,76,"Jah Reid","ROT","6-7",327,23,"R","UCF","N/A"
8340,bal,137,73,"Marshal Yanda","ROG","6-3",315,26,"5","Iowa","N/A"
24032,bal,137,62,"Terrence Cody","NT","6-4",349,23,"2","Alabama","N/A"
9067,bal,137,96,"Lamar Divens","DT","6-3",343,25,"4","Tennessee State","N/A"
25360,bal,137,68,"Bryan Hall","NT","6-1",284,22,"R","Arkansas State","N/A"
24133,bal,137,97,"Arthur Jones","DE","6-3",313,25,"2","Syracuse","N/A"
8149,bal,137,91,"Brandon McKinney","NT","6-2",350,28,"6","Michigan State","N/A"
24952,bal,137,90,"Pernell McPhee","DE","6-3",278,22,"R","Mississippi State","N/A"
7761,bal,137,92,"Haloti Ngata","DT","6-4",350,27,"6","Oregon","N/A"
6402,bal,137,93,"Cory Redding","DE","6-4",298,30,"9","Texas","N/A"
25372,bal,137,69,"Derek Simmons","DT","6-4",285,23,"R","USC","N/A"
6639,bal,137,51,"Brendon Ayanbadejo","RILB","6-1",225,34,"9","UCLA","N/A"
8461,bal,137,54,"Prescott Burgess","LOLB","6-3",253,27,"5","Michigan","N/A"
25358,bal,137,39,"Josh Bynes","RILB","6-2",239,22,"R","Auburn","N/A"
9601,bal,137,59,"Dannell Ellerbe","RILB","6-1",243,25,"3","Georgia","N/A"
8848,bal,137,56,"Tavares Gooden","LILB","6-1",242,26,"4","Miami (FL)","N/A"
6445,bal,137,95,"Jarret Johnson","LOLB","6-3",265,30,"9","Alabama","N/A"
24018,bal,137,94,"Sergio Kindle","LOLB","6-3",250,23,"1","Texas","N/A"
9321,bal,137,99,"Paul Kruger","ROLB","6-4",268,25,"3","Utah","N/A"
3542,bal,137,52,"Ray Lewis","LILB","6-1",250,36,"16","Miami (FL)","N/A"
9068,bal,137,53,"Jameel McClain","RILB","6-1",250,26,"4","Syracuse","N/A"
24358,bal,137,50,"Albert McClellan","LOLB","6-2",255,25,"1","Marshall","N/A"
9401,bal,137,58,"Jason Phillips","LILB","6-1",242,25,"3","TCU","N/A"
6346,bal,137,55,"Terrell Suggs","ROLB","6-3",260,28,"9","Arizona State","N/A"
25374,bal,137,47,"Chavis Williams","ROLB","6-4",223,22,"R","Alabama","N/A"
24951,bal,137,40,"Chykie Brown","LCB","5-11",190,24,"R","Texas","N/A"
7465,bal,137,25,"Chris Carr","RCB/PR","5-10",182,28,"7","Boise State","N/A"
7273,bal,137,24,"Domonique Foxworth","LCB","5-11",180,28,"6","Maryland","N/A"
9602,bal,137,36,"Danny Gorrer","RCB","6-0",173,25,"2","Texas A&M","N/A"
25361,bal,137,41,"Talmadge Jackson","LCB","5-10",182,22,"R","Oregon","N/A"
8983,bal,137,43,"Haruki Nakamura","FS","5-10",200,25,"4","Cincinnati","N/A"
8585,bal,137,30,"Marcus Paschal","CB","6-0",206,26,"3","Iowa","N/A"
7803,bal,137,31,"Bernard Pollard","SS","6-1",224,26,"6","Purdue","N/A"
5910,bal,137,20,"Ed Reed","FS","5-11",200,32,"10","Miami (FL)","N/A"
25371,bal,137,26,"Mana Silva","SS","6-1",220,23,"R","Hawaii","N/A"
24814,bal,137,22,"Jimmy Smith","LCB","6-2",211,23,"R","Colorado","N/A"
25373,bal,137,23,"Josh Victorian","CB","5-10",185,23,"R","Louisiana Tech","N/A"
9352,bal,137,21,"Lardarius Webb","PR/RCB/KR","5-10",182,25,"3","Nicholls State","N/A"
9006,bal,137,29,"Cary Williams","RCB","6-1",182,26,"3","Washburn","N/A"
25376,bal,137,44,"Nate Williams","FS","6-0",221,22,"R","Washington","N/A"
8863,bal,137,28,"Tom Zbikowski","SS/PR","5-11",200,26,"4","Notre Dame","N/A"
24362,bal,137,46,"Morgan Cox","LS","6-4",241,25,"2","Tennessee","N/A"
6154,bal,137,7,"Billy Cundiff","KFG/KKO","6-1",212,31,"7","Drake","N/A"
7952,bal,137,4,"Sam Koch","HLD/P","6-1",216,29,"6","Nebraska","N/A"
25370,bal,137,48,"Patrick Scales","LS","6-4",228,23,"R","Utah State","N/A"
24185,buf,130,10,"Levi Brown","QB","6-4",225,24,"2","Troy","N/A"
7426,buf,130,14,"Ryan Fitzpatrick","QB","6-2",225,28,"6","Harvard","N/A"
25393,buf,130,7,"Joshua Nesbitt","QB","6-1",218,23,"R","Georgia Tech","N/A"
8471,buf,130,4,"Tyler Thigpen","QB","6-1",225,27,"5","Coastal Carolina","N/A"
9096,buf,130,30,"Jehuu Caulcrick","FB","6-0",260,28,"2","Michigan State","N/A"
9125,buf,130,36,"Bruce Hall","RB","5-11",205,26,"2","Mississippi","N/A"
8063,buf,130,22,"Fred Jackson","RB","6-1",215,30,"5","Coe","N/A"
7450,buf,130,38,"Corey McIntyre","FB","6-0",258,32,"7","West Virginia","N/A"
23984,buf,130,28,"C.J. Spiller","KR/PR/RB","5-11",196,24,"2","Clemson","N/A"
24920,buf,130,35,"Johnny White","RB","5-10",209,23,"R","North Carolina","N/A"
25379,buf,130,88,"Kamar Aiken","WR","6-2",218,22,"R","UCF","N/A"
24473,buf,130,82,"Mike Caussin","TE","6-5",252,24,"1","James Madison","N/A"
8383,buf,130,84,"Scott Chandler","TE","6-7",272,26,"5","Iowa","N/A"
8284,buf,130,85,"Buster Davis","WR","6-1",210,25,"5","LSU","N/A"
24082,buf,130,81,"Marcus Easley","WR","6-2",215,23,"1","Connecticut","N/A"
8728,buf,130,15,"Felton Huggins","WR","6-2",186,28,"1","Southeastern Louisiana","N/A"
9001,buf,130,13,"Stevie Johnson","WR","6-2",202,25,"4","Kentucky","N/A"
24270,buf,130,19,"Donald Jones","KR/WR","6-0",214,23,"2","Youngstown State","N/A"
5646,buf,130,80,"David Martin","TE","6-4",265,32,"10","Tennessee","N/A"
7599,buf,130,83,"Ruvell Martin","WR","6-4",220,29,"7","Saginaw Valley","N/A"
24272,buf,130,86,"David Nelson","WR","6-5",217,24,"2","Florida","N/A"
9385,buf,130,89,"Shawn Nelson","TE","6-5",240,25,"3","Southern Miss","N/A"
7231,buf,130,11,"Roscoe Parrish","WR/PR","5-9",178,29,"7","Miami (FL)","N/A"
25394,buf,130,87,"Zack Pianalto","TE","6-4",255,22,"R","North Carolina","N/A"
24273,buf,130,18,"Naaman Roosevelt","WR","6-0",189,23,"2","Buffalo","N/A"
7852,buf,130,16,"Brad Smith","WR","6-2",212,27,"6","Missouri","N/A"
8996,buf,130,77,"Demetrius Bell","LOT","6-5",307,27,"3","Northwestern State","N/A"
9403,buf,130,74,"Colin Brown","LOG","6-7",335,26,"3","Missouri","N/A"
24909,buf,130,75,"Chris Hairston","ROT","6-6",326,22,"R","Clemson","N/A"
7345,buf,130,63,"Geoff Hangartner","C","6-5",301,29,"7","Texas A&M","N/A"
24497,buf,130,68,"Cordaro Howard","LOT","6-4",314,24,"2","Georgia Tech","N/A"
9315,buf,130,67,"Andy Levitre","LOG","6-2",305,25,"3","Oregon State","N/A"
7588,buf,130,79,"Erik Pears","ROT","6-8",305,29,"6","Colorado State","N/A"
8873,buf,130,76,"Chad Rinehart","LOG","6-5",307,26,"4","Northern Iowa","N/A"
25395,buf,130,62,"Michael Switzer","C","6-5",291,22,"R","Ball State","N/A"
9343,buf,130,60,"Kraig Urbik","ROG","6-5",323,25,"3","Wisconsin","N/A"
24116,buf,130,71,"Ed Wang","LOT","6-5",301,24,"2","Virginia Tech","N/A"
9740,buf,130,66,"Jason Watkins","ROT","6-6",325,26,"1","Florida","N/A"
9292,buf,130,70,"Eric Wood","C","6-4",315,25,"3","Louisville","N/A"
8378,buf,130,61,"Mansfield Wrotto","ROG","6-3",310,26,"5","Georgia Tech","N/A"
24047,buf,130,92,"Alex Carrington","LDE","6-5",284,24,"2","Arkansas State","N/A"
24790,buf,130,99,"Marcell Dareus","LDE","6-3",319,21,"R","Alabama","N/A"
9022,buf,130,97,"Lionel Dotson","LDE","6-4",290,26,"3","Arizona","N/A"
6810,buf,130,98,"Dwan Edwards","RDE","6-3",290,30,"7","Oregon State","N/A"
24395,buf,130,72,"Kellen Heard","LDE","6-6",355,25,"1","Memphis","N/A"
25032,buf,130,69,"Michael Jasper","NT","6-5",399,24,"R","Bethel (TN)","N/A"
7058,buf,130,91,"Spencer Johnson","RDE","6-3",286,29,"8","Auburn","N/A"
25389,buf,130,76,"T.J. Langley","RDE","6-4",290,22,"R","Arkansas Tech","N/A"
24016,buf,130,96,"Torell Troup","NT","6-3",315,23,"2","UCF","N/A"
7883,buf,130,95,"Kyle Williams","NT","6-1",306,28,"6","LSU","N/A"
6365,buf,130,50,"Nick Barnett","RILB","6-2",236,30,"9","Oregon State","N/A"
